CommodityCode,CommodityName
847230,"Office machines; for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps"
847290,Office machines; not elsewhere classified
847321,"Calculating machines; parts and accessories of the electronic calculating machines of item no. 8470.10, 8470.21 or 8470.29 (other than covers, carrying cases and the like)"
847329,"Machinery; parts and accessories of the machines of item no. 8470.30. 8470.50 or 8470.90 (other than covers, carrying cases and the like)"
847330,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8471"
847340,"Machinery; parts and accessories (other than covers, carrying cases and the like) of the machines of heading no. 8472"
847350,"Machines; parts and accessories (other than covers, carrying cases and the like) equally suitable for use with machines of two or more of the headings 8470 to 8472"
847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances"
847420,"Machines; for crushing or grinding earth, stone, ores or other mineral substances"
847431,Machines; concrete or mortar mixers
847432,Machines; for mixing mineral substances with bitumen
847439,"Machines; for mixing or kneading mineral substances, excluding concrete mixers and machines for mixing mineral substances with bitumen"
847480,"Machines; for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials in powder or paste form, machines for forming foundry moulds of sand"
847490,"Machines, for sorting, screening, separating, washing, crushing etc mineral substances, for agglomerating, shaping or moulding solid fuels, ceramic pastes etc, for forming foundry moulds of sand; parts"
847510,"Machines; for assembling electric or electronic lamps, tubes, valves or flash-bulbs, in glass envelopes"
847529,"Machines; for manufacturing or hot working glass or glassware, not for making optical fibres and preforms thereof"
847629,"Machines; automatic beverage-vending machines, not incorporating heating or refrigerating devices"
847710,"Machinery; injection-moulding machines, for working rubber or plastics or for the manufacture of products from these materials"
847720,"Machinery; extruders, for working rubber or plastics or for the manufacture of products from these materials"
847730,"Machinery; blow moulding machines, for working rubber or plastics or for the manufacture of products from these materials"
847740,"Machinery; vacuum moulding machines and other thermoforming machines, for working rubber or plastics or for the manufacture of products from these materials"
847759,"Machinery; for moulding or forming, for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
847780,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter"
847790,"Machinery; parts of the machines of heading no. 8477, n.e.c. in item no. 8477.90"
847810,"Machinery; for preparing or making up tobacco, n.e.c. in this chapter"
847890,"Machinery; parts of those for preparing or making up tobacco, n.e.c. in this chapter"
847910,"Machinery and mechanical appliances; for public works, building or the like"
847920,Machinery; for the extraction or preparation of animal or fixed vegetable fats or oils
847930,Machinery and mechanical appliances; presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork
847940,Machines; for making rope or cable
847950,"Machinery and mechanical appliances; industrial robots, n.e.c. or included"
847979,"Machinery and mechanical appliances; passenger boarding bridges, other than of a kind used in airports"
847981,"Machines and mechanical appliances; for treating metal, including electric wire coil-winders"
847982,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring"
847989,"Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter"
847990,"Machines and mechanical appliances; parts, of those having individual functions"
848010,Moulding boxes; for metal foundry
848020,"Mould bases; for metal, metal carbides, glass, mineral materials, rubber or plastics"
848030,"Moulding patterns; of metal, metal carbides, glass, mineral materials, rubber or plastics"
848041,"Moulds; for metal or metal carbides, injection or compression types"
848049,"Moulds; for metal or metal carbides, other than injection or compression types"
848050,Moulds; for glass
848060,Moulds; for mineral materials
848071,"Moulds; for rubber or plastics, injection or compression types"
848079,"Moulds; for rubber or plastics, other than injection or compression types"
848110,"Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like"
848120,Valves; for oleohydraulic or pneumatic transmissions
848130,"Valves; check (nonreturn) valves, for pipes, boiler shells, tanks, vats or the like"
848140,"Valves; safety or relief valves, for pipes, boiler shells, tanks, vats or the like"
848180,"Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves"
848190,"Taps, cocks, valves and similar appliances; parts thereof"
848210,Ball bearings
848220,"Bearings; tapered roller bearings, including cone and tapered roller assemblies"
848230,Bearings; spherical roller bearings
848240,Bearings; needle roller bearings
848250,Bearings; cylindrical roller bearings n.e.c. in heading no. 8482
848280,"Bearings; n.e.c. in heading no. 8482, including combined ball/roller"
848291,"Bearings; parts, balls, needles and rollers"
848299,"Bearings; parts, (other than balls, needles and rollers)"
848310,Transmission shafts (including cam shafts and crank shafts) and cranks
848320,"Bearing housings, incorporating ball or roller bearings"
848330,"Bearing housings, not incorporating ball or roller bearings and plain shaft bearings"
848340,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters"
848350,"Pulleys and flywheels, including pulley blocks"
848360,Clutches and shaft couplings (including universal joints)
848390,"Transmission components; toothed wheels, chain sprockets and other transmission elements presented separately; parts"
848410,Gaskets and similar joints; of metal sheeting combined with other material or two or more layers of metal
848420,Seals; mechanical
848490,"Gasket sets or assortments of gaskets and similar joints; dissimilar in composition, put up in pouches, envelopes or similar packings"
848610,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers
848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits
